,cid,fold,label,audio_len,sr,duration,rms,zcr,spec_cent,spec_bw,rolloff,flatness,contrast,category
90,3-108451-A-17,3,17,220500,44100,5.0,0.03035988,0.13779953958816704,4536.555141399765,3535.179639669751,8097.433634534513,0.007504599,16.624807956200712,pouring_water
91,5-200334-B-1,5,1,220500,44100,5.0,0.14726385,0.12712419337296985,3712.0492408393793,3304.2958297703713,7152.370826384861,0.29802507,23.11987913664646,rooster
92,1-36397-A-23,1,23,220500,44100,5.0,0.004866443,0.03354979335846868,1975.870544777881,2296.277756604978,4839.175223861659,0.5399583,15.02927282781574,breathing
93,5-252248-A-34,5,34,220500,44100,5.0,0.052224778,0.023849876740139213,930.6272497878166,807.4425017115786,1718.3596015806265,0.8004487,14.841865210454557,can_opening
94,5-156698-A-18,5,18,220500,44100,5.0,0.04111916,0.24271996447215777,7415.388107723419,5513.236699264545,14156.607204357599,0.035591744,17.774725669123903,toilet_flush
95,1-30709-B-23,1,23,220500,44100,5.0,0.12027732,0.03840768198955916,1703.2713101236268,2521.315540368389,3155.038926551624,0.0001755675,17.687752764335777,breathing
96,4-218199-C-35,4,35,220500,44100,5.0,0.09507794,0.09507889537412993,3306.0564329966605,4241.726097655955,8374.017886274652,0.0005118242,19.1207788497347,washing_machine
97,5-263831-A-6,5,6,220500,44100,5.0,0.13710232,0.05137828995069606,1810.2192268440697,2094.659052422292,2924.1690155524943,0.00019914469,17.8410171315134,hen
98,1-260640-A-2,1,2,220500,44100,5.0,0.20309758,0.0829092499274942,2632.4426715971476,2420.326858711866,4600.411470417634,0.0006296083,18.949053863082117,pig
99,2-52085-A-4,2,4,220500,44100,5.0,0.09396623,0.0885737655887471,2402.216970461228,1718.4703076309283,3287.8853003552786,8.471564e-05,18.16173922352664,frog
100,2-135860-A-49,2,49,220500,44100,5.0,0.07307828,0.04141327399941996,1995.4109050481518,2585.9992576272166,4282.659331496519,0.34564966,13.996627510984197,hand_saw
101,4-184237-A-28,4,28,220500,44100,5.0,0.032837704,0.03136329031322506,2293.816511302642,3343.4312412191625,4552.648727523202,0.00086009625,16.23495850739209,snoring
102,5-198373-A-46,5,46,220500,44100,5.0,0.26413056,0.01736174050174014,565.0447834135167,895.513956587998,935.5202517763921,5.012459e-06,18.515004214792402,church_bells
103,1-51170-A-18,1,18,220500,44100,5.0,0.12098333,0.153315780887471,5010.309055761197,4290.725833372759,9825.335792488399,0.013986054,17.00322735200747,toilet_flush
104,3-155766-A-13,3,13,220500,44100,5.0,0.010120276,0.08466185107308585,2099.716234794646,1517.6182229525014,2102.4599858613688,2.7368611e-05,20.34215226443402,crickets
105,2-95258-B-1,2,1,220500,44100,5.0,0.10679817,0.03693264211136891,1801.8789386611395,2543.758344784594,3305.8213094547564,0.00011502371,17.911720681242013,rooster
106,3-103051-B-19,3,19,220500,44100,5.0,0.030303221,0.011351689385150812,2617.0526362615265,4288.656853627252,6733.047917270882,0.0011190136,14.10300970944086,thunderstorm
107,5-202540-A-18,5,18,220500,44100,5.0,0.0590839,0.10228982381090487,3538.6649203142,3280.706140331843,6327.963901174594,0.0023466677,19.141431641880644,toilet_flush
108,4-154793-A-4,4,4,220500,44100,5.0,0.21037975,0.08988000290023201,2053.4971385291356,1453.473280864318,2383.940418358469,4.546935e-05,18.291033434080585,frog
109,5-218494-A-22,5,22,220500,44100,5.0,0.05757999,0.030852351000580047,1273.9219677989777,1434.5775005580635,2494.7539787558003,0.54643977,11.346114813924281,clapping
110,5-157204-A-16,5,16,220500,44100,5.0,0.08837915,0.029733042705916472,1665.123234503668,2275.464415812975,4167.249356511021,8.963012e-05,17.112870385324225,wind
111,2-106881-A-39,2,39,220500,44100,5.0,0.046006907,0.12155597447795824,4156.239489243559,3534.047445016324,8257.308924557714,0.24262416,13.037653998910736,glass_breaking
112,3-151081-B-20,3,20,220500,44100,5.0,0.11992344,0.051489314457656615,2543.9627785059356,3141.7491832616497,5278.7823103973315,0.0003827451,20.132295544704565,crying_baby
113,5-260011-A-34,5,34,220500,44100,5.0,0.042212453,0.033189530162412995,886.1400928456928,569.8350054870816,1392.1140878770302,0.7963461,11.32739788644521,can_opening
114,5-235644-A-30,5,30,220500,44100,5.0,0.052206166,0.008245268996519721,849.598331665693,1490.7671981509086,1947.730681735789,0.5538791,8.771777014965172,door_wood_knock
115,3-129678-A-13,3,13,220500,44100,5.0,0.039182477,0.2159392673288863,4703.7151498624,2520.899708214365,7284.1680185977375,0.0005133752,20.78552750349649,crickets
116,1-36402-A-23,1,23,220500,44100,5.0,0.008038895,0.02290616843097448,1012.0745331891318,1094.482401289118,2287.2158678944315,0.7164273,9.164446927670001,breathing
117,1-53444-A-28,1,28,220500,44100,5.0,0.24094331,0.015595544518561485,2216.4871696211026,3998.720500623129,5114.660332982889,0.00037309824,17.596552699207553,snoring
118,5-219242-A-37,5,37,220500,44100,5.0,0.04095622,0.1603193880510441,6023.420580404121,4445.7998086889775,10812.415825297274,0.015577374,17.708239378546637,clock_alarm
119,3-98869-A-46,3,46,220500,44100,5.0,0.20010461,0.056254305031902554,1411.8144188516226,1128.9011543164963,2445.8920932424594,6.7140686e-06,20.12648846181516,church_bells
120,1-260640-C-2,1,2,220500,44100,5.0,0.2951752,0.12901047708816704,3079.5075518832314,2238.7698495848954,4634.884579828887,0.0009184542,19.83537651245043,pig
121,2-188822-A-40,2,40,220500,44100,5.0,0.113045126,0.04285206097737819,1442.0391461369586,1577.966887653839,2596.774398201856,4.3126543e-05,15.599812798277476,helicopter
122,2-78651-A-44,2,44,220500,44100,5.0,0.07281449,0.0493096088312065,2653.101467601877,3277.5568807648738,5501.858301007831,0.001684554,16.018020618456987,engine
123,4-182613-B-11,4,11,220500,44100,5.0,0.14363237,0.045419219475058004,2296.0086774261285,3133.6302857833434,5162.323153821056,0.00031424427,16.164939153212778,sea_waves
124,3-115387-A-47,3,47,220500,44100,5.0,0.09093399,0.017016205046403714,722.9743716018618,842.1688658081657,1279.851657663863,5.997308e-06,18.395509366853737,airplane
125,1-51805-C-33,1,33,220500,44100,5.0,0.016457342,0.06151777298433875,2921.951507409838,3305.8268457543627,6008.513087296984,0.0015324072,19.4502771239772,door_wood_creaks
126,2-59566-A-46,2,46,220500,44100,5.0,0.05997968,0.10200659802784223,2516.511964497703,1925.1754508887157,4345.360421802494,2.9027666e-05,24.749320484744437,church_bells
127,4-244318-A-6,4,6,220500,44100,5.0,0.0821907,0.09207896787993039,3726.595304407466,4016.3704630118254,7738.763413573086,0.015060624,15.951972714458552,hen
128,3-146033-A-13,3,13,220500,44100,5.0,0.011166877,0.04601965813515081,2112.271402952409,3154.2325481669523,3889.166273926914,0.00040982605,16.11905203634374,crickets
129,1-79146-A-29,1,29,220500,44100,5.0,0.022167549,0.012131126740139211,1300.985732461947,2094.14490720787,2920.871587695766,0.41561168,10.277851583369467,drinking_sipping
130,1-67033-A-37,1,37,220500,44100,5.0,0.07401976,0.4066442502900232,9872.583669821932,3832.4783218163034,13697.865044047274,0.17698385,16.865396668863717,clock_alarm
131,1-103999-A-30,1,30,220500,44100,5.0,0.02773967,0.0029070294373549884,347.7864173173228,675.1798540163252,597.8336626305104,0.7362285,9.273872301412618,door_wood_knock
132,1-38560-A-14,1,14,220500,44100,5.0,0.007799995,0.21498309708526683,6064.645720281339,4462.776665830419,11024.55035074681,0.051099967,17.325825516380753,chirping_birds
133,5-189795-A-4,5,4,220500,44100,5.0,0.24889392,0.09378738580336426,2863.3472420189037,2489.4179207573156,4162.602980894721,0.00067966414,18.099525956182546,frog
134,5-202020-A-18,5,18,220500,44100,5.0,0.17970742,0.10198733867459396,4227.63879259229,4437.842611496901,9096.904002320185,0.020844318,15.542946661757615,toilet_flush
135,3-152020-B-36,3,36,220500,44100,5.0,0.54494333,0.12702449789733178,4620.479456537855,4142.018515249656,9174.793245178364,0.025601763,15.803880386693045,vacuum_cleaner
136,3-170015-A-0,3,0,220500,44100,5.0,0.020478897,0.02088167053364269,1428.416004894898,2348.3191033568687,3054.517337949536,0.3190547,18.01602840307772,dog
137,4-175845-A-43,4,43,220500,44100,5.0,0.20324206,0.009350982453596288,772.310595222334,1529.5964175210463,1335.3083988906612,0.18567987,16.062819579543348,car_horn
138,5-200329-B-8,5,8,220500,44100,5.0,0.011929784,0.041867568155452436,1969.6915389464118,2701.9379901764332,3464.097846577726,0.001001767,17.63808808277736,sheep
139,4-181599-A-26,4,26,220500,44100,5.0,0.16365246,0.011162494562064966,2159.566312305455,3293.1971997368114,4279.461825696056,0.00012942783,20.554604923441733,laughing
140,1-81001-B-30,1,30,220500,44100,5.0,0.20935291,0.014208871084686775,1437.0224880433354,2293.8211528650986,3000.1597393416473,0.21702209,13.777080375297155,door_wood_knock
141,1-211527-B-20,1,20,220500,44100,5.0,0.085588984,0.06195394069025522,2700.470162398481,2883.2886493599945,5033.3237791835845,0.00048324093,18.322046274632296,crying_baby
142,3-253084-D-2,3,2,220500,44100,5.0,0.19110166,0.0707022186774942,2871.5958420306642,3225.34259652068,5503.906703161253,0.0015887168,16.511698238099722,pig
143,2-92978-A-29,2,29,220500,44100,5.0,0.09874326,0.036983622752320186,1561.5542697444862,1811.0260138832987,3400.5973798216355,0.46570823,13.091414905217649,drinking_sipping
144,5-237315-A-31,5,31,220500,44100,5.0,0.008713323,0.16900875507540603,6564.676687005153,5720.164541321007,14076.669559345997,0.020676576,15.3634551601912,mouse_click
145,3-68630-A-40,3,40,220500,44100,5.0,0.169194,0.054189022621809746,1604.5569784525096,1692.0341073140953,2868.6623132975637,2.9266284e-05,17.11672434965292,helicopter
146,2-72547-A-14,2,14,220500,44100,5.0,0.08398896,0.1706854517111369,4580.247671864638,2877.9432401980807,6962.668802566705,0.004938291,17.0879516551982,chirping_birds
147,3-169907-A-29,3,29,220500,44100,5.0,0.011892298,0.11459994924593968,4264.137897948968,4001.477684565063,8373.418353937064,0.020977166,15.036970820438707,drinking_sipping
148,4-186935-A-44,4,44,220500,44100,5.0,0.08066477,0.05647522114269141,2198.1601629641887,2578.572490360886,4080.317167560905,0.28861108,14.310830744717045,engine
149,1-50688-A-17,1,17,220500,44100,5.0,0.0060781715,0.16601675790313225,6537.954600270213,4574.087278992681,11578.41830862094,0.06473818,15.34051673718979,pouring_water
150,5-233787-A-7,5,7,220500,44100,5.0,0.018221263,0.09664909911542924,5045.183437544628,4488.468256731456,10360.068676587876,0.012002495,21.581422247585788,insects
151,2-91912-B-33,2,33,220500,44100,5.0,0.054720912,0.03736994272041763,2330.0236262978647,3018.7294608358716,4539.109288899362,0.0022040044,14.969563925350705,door_wood_creaks
152,5-259514-A-26,5,26,220500,44100,5.0,0.05063644,0.08325591828596288,3464.0851834984173,3560.296687473638,6918.453292669664,0.0047343723,16.484319890716016,laughing
153,4-185575-A-20,4,20,220500,44100,5.0,0.08859833,0.0961846088312065,3055.2890715241397,2779.6899488818162,6071.813709940545,0.0010334641,19.633713440497225,crying_baby
154,1-17808-A-12,1,12,220500,44100,5.0,0.052363425,0.024750534730278422,3170.1563918571887,4521.912274144206,8486.829887797274,0.0009958845,16.523724806885934,crackling_fire
155,3-124376-B-3,3,3,220500,44100,5.0,0.17877144,0.037607852378190254,1662.8322864813808,2104.501278675756,3132.2067366951856,0.00014088103,20.567131481252716,cow
156,4-99644-B-4,4,4,220500,44100,5.0,0.11491042,0.08880261202146171,1978.7780489077572,1114.506727565777,2331.0316895664155,1.906378e-05,19.69999944519967,frog
157,5-248341-B-6,5,6,220500,44100,5.0,0.07787482,0.05112338674593968,2346.372200763399,2883.099037726068,4432.94210411833,0.0033099921,18.97007310963442,hen
158,4-212604-C-15,4,15,220500,44100,5.0,0.065766305,0.022254749129930394,2817.9955522799637,4223.791094470478,6206.208875616299,0.0017113852,15.802874541063444,water_drops
159,5-218196-B-27,5,27,220500,44100,5.0,0.00985356,0.14409508229408352,4626.583096022441,3756.3270185875904,8853.49387325986,0.008696986,16.85612872976474,brushing_teeth
160,2-132157-B-11,2,11,220500,44100,5.0,0.08156461,0.09935333889211137,3811.8736217775368,3995.072124352342,8678.080703487529,0.0016235127,17.38997447478296,sea_waves
161,2-96460-A-1,2,1,220500,44100,5.0,0.088396825,0.01753620758410673,674.6671314727713,902.8183900674146,1194.0186113326565,0.59572,15.391538418911765,rooster
162,3-170377-A-38,3,38,220500,44100,5.0,0.017820882,0.1104433276537123,4409.737112698506,4485.241771837975,9093.156925210267,0.024979847,14.867473625706312,clock_tick
